pdb	alpha_helical(%)	beta_strand(%)	coil(%)
3ae4	47.17	27.91	24.92
5gxo	47.17	27.9	24.92
4b94	47.18	27.9	24.92
4hwc	47.18	27.9	24.92
3um3	47.18	27.9	24.92
1rcd	47.18	27.9	24.92
2hhx	47.18	27.9	24.92
5wrv	47.19	27.9	24.92
1iw0	47.19	27.9	24.91
4m63	47.19	27.9	24.91
3e6y	47.19	27.89	24.91
5f3w	47.19	27.89	24.92
6nfa	47.19	27.89	24.92
5hcx	47.19	27.9	24.92
4oh8	47.19	27.9	24.92
2ot8	47.2	27.89	24.91
4lku	47.2	27.89	24.91
3bct	47.21	27.89	24.91
8oi2	47.21	27.89	24.9
5vi5	47.19	27.89	24.91
7nmw	47.19	27.89	24.91
5ona	47.2	27.89	24.91
8swe	47.2	27.89	24.91
5luv	47.2	27.89	24.91
8j63	47.2	27.89	24.91
6ox5	47.2	27.89	24.91
3hxb	47.2	27.89	24.91
7ssj	47.2	27.89	24.91
5jfv	47.2	27.89	24.91
7o2a	47.2	27.89	24.91
3k2w	47.18	27.9	24.92
5er7	47.18	27.9	24.92
8g0p	47.19	27.9	24.92
4dv0	47.18	27.9	24.92
4xrk	47.18	27.9	24.92
1l3v	47.18	27.9	24.92
1m57	47.19	27.89	24.91
6ygu	47.19	27.9	24.91
2wqn	47.19	27.9	24.91
8ppf	47.19	27.9	24.92
8fv3	47.18	27.9	24.92
2bbc	47.18	27.9	24.92
7yq7	47.18	27.9	24.92
5x80	47.18	27.9	24.92
5wbk	47.18	27.9	24.92
6mrp	47.18	27.9	24.92
3oe6	47.18	27.9	24.92
3s2h	47.16	27.91	24.93
7vwt	47.17	27.91	24.92
5iea	47.17	27.91	24.92
6f6b	47.17	27.91	24.92
2z60	47.17	27.91	24.92
8z0u	47.17	27.91	24.92
2f4v	47.16	27.91	24.92
5iuy	47.17	27.91	24.92
5bun	47.18	27.91	24.91
1ydh	47.17	27.91	24.92
8gck	47.18	27.91	24.92
4zgj	47.16	27.92	24.92
4iub	47.16	27.92	24.92
5b3h	47.15	27.92	24.92
7ol3	47.15	27.93	24.92
3krx	47.15	27.93	24.92
6bl7	47.15	27.93	24.92
6rhe	47.15	27.93	24.92
7o99	47.15	27.92	24.92
6w9y	47.16	27.92	24.92
5xtq	47.16	27.92	24.92
2c41	47.17	27.91	24.91
6hh4	47.18	27.91	24.91
7ztb	47.18	27.91	24.91
7khk	47.17	27.91	24.91
5h2i	47.18	27.91	24.91
4ytf	47.17	27.91	24.91
1ny5	47.17	27.91	24.91
4v3o	47.18	27.91	24.91
1wat	47.19	27.91	24.91
6nr5	47.18	27.91	24.91
5lhz	47.18	27.91	24.91
6sde	47.18	27.91	24.91
3mli	47.19	27.91	24.91
6env	47.19	27.91	24.91
8j10	47.19	27.91	24.91
2ynq	47.19	27.9	24.9
5ldb	47.19	27.91	24.9
2ydv	47.19	27.91	24.9
7bmj	47.19	27.9	24.9
5wcg	47.19	27.9	24.9
1tn6	47.19	27.9	24.9
5me8	47.2	27.9	24.9
6j7n	47.2	27.9	24.9
8js5	47.18	27.91	24.91
1h2v	47.19	27.91	24.91
3ufd	47.19	27.91	24.91
3wpt	47.19	27.9	24.9
8v5e	47.2	27.9	24.9
1d7r	47.19	27.9	24.9
5khs	47.2	27.9	24.9
6gwr	47.2	27.9	24.9
2e2b	47.2	27.9	24.9
4agc	47.2	27.9	24.9
5nwj	47.2	27.9	24.9
8aps	47.2	27.9	24.9
3cx5	47.19	27.91	24.9
4pk6	47.2	27.91	24.9
8bwe	47.2	27.91	24.9
7kt9	47.2	27.91	24.9
3etu	47.2	27.9	24.9
4lf9	47.19	27.91	24.9
6oz6	47.19	27.91	24.9
6zgt	47.2	27.91	24.9
3fdh	47.2	27.91	24.9
3bpx	47.2	27.91	24.89
7jgq	47.2	27.91	24.89
8uwa	47.17	27.93	24.91
4lf8	47.16	27.93	24.91
2xyn	47.15	27.93	24.91
5f8v	47.14	27.94	24.91
4put	47.14	27.94	24.91
4owx	47.14	27.94	24.91
4icg	47.15	27.94	24.91
3h6p	47.15	27.94	24.91
8dpb	47.15	27.94	24.91
6vhf	47.15	27.94	24.91
1qlb	47.15	27.94	24.91
6oyh	47.15	27.94	24.91
3lkk	47.15	27.94	24.91
6pz6	47.15	27.94	24.91
3etv	47.15	27.94	24.91
6npe	47.15	27.94	24.91
3f33	47.15	27.94	24.91
2hvg	47.15	27.94	24.91
2fzt	47.16	27.94	24.91
3qvz	47.16	27.94	24.91
2q98	47.16	27.93	24.9
5vny	47.16	27.93	24.9
2wot	47.16	27.94	24.9
3pu8	47.16	27.94	24.9
3zgq	47.16	27.94	24.9
6al2	47.16	27.94	24.91
2z5k	47.16	27.94	24.9
2zfe	47.16	27.93	24.9
2uy1	47.17	27.93	24.9
2bhw	47.17	27.93	24.9
6z1j	47.17	27.93	24.9
8e6h	47.17	27.93	24.9
8hjb	47.17	27.93	24.9
6vbn	47.18	27.93	24.89
3oed	47.18	27.93	24.9
6jg8	47.18	27.92	24.9
3emg	47.18	27.92	24.9
5fl7	47.18	27.93	24.9
8xr2	47.17	27.92	24.91
1wm5	47.17	27.92	24.91
3qwp	47.17	27.92	24.91
6btw	47.16	27.92	24.91
3f0h	47.16	27.92	24.91
2uxl	47.16	27.92	24.91
8c43	47.16	27.92	24.91
6v8f	47.17	27.92	24.91
4c59	47.16	27.92	24.91
6kpc	47.17	27.92	24.91
4zh7	47.17	27.92	24.91
6hmu	47.17	27.92	24.91
1zqs	47.17	27.92	24.91
6qv2	47.17	27.92	24.91
3sdt	47.18	27.91	24.91
8ver	47.18	27.91	24.9
6h7n	47.18	27.91	24.9
8u15	47.16	27.92	24.92
7ubt	47.16	27.92	24.92
4c90	47.15	27.93	24.92
5zvw	47.15	27.93	24.92
8icz	47.15	27.93	24.92
4fyg	47.15	27.93	24.92
2vwu	47.15	27.93	24.92
7c6c	47.15	27.93	24.92
8puz	47.16	27.92	24.92
6u3v	47.16	27.92	24.92
4c1o	47.16	27.92	24.92
4nsr	47.16	27.92	24.92
3k6t	47.16	27.92	24.92
4p6z	47.17	27.92	24.92
5aqk	47.17	27.92	24.92
2v1y	47.17	27.92	24.92
4i28	47.17	27.92	24.92
4puz	47.16	27.92	24.92
3c4r	47.17	27.92	24.92
1hwg	47.16	27.92	24.92
5t0e	47.15	27.92	24.92
4z53	47.15	27.93	24.93
5g2d	47.15	27.92	24.92
1o3u	47.15	27.92	24.92
6vnm	47.15	27.93	24.93
4mt8	47.15	27.92	24.92
3zbh	47.16	27.92	24.92
5ef5	47.16	27.92	24.92
1z8l	47.15	27.93	24.93
5db6	47.14	27.93	24.93
4q4u	47.14	27.93	24.93
8xje	47.15	27.93	24.93
6s6c	47.15	27.93	24.92
4k9y	47.15	27.93	24.93
6x7e	47.15	27.93	24.92
6rfc	47.15	27.93	24.92
8hpj	47.15	27.93	24.92
1elr	47.15	27.93	24.92
6oht	47.16	27.92	24.92
3us6	47.16	27.92	24.92
1rgn	47.16	27.92	24.92
3tz2	47.16	27.92	24.92
5j0u	47.16	27.92	24.92
1zvu	47.15	27.92	24.92
5kjl	47.15	27.92	24.92
5okf	47.16	27.92	24.92
7w91	47.17	27.91	24.92
4oio	47.15	27.92	24.92
6kki	47.16	27.92	24.92
6vf1	47.16	27.92	24.92
6kp3	47.16	27.92	24.92
6p1d	47.15	27.92	24.92
6kgn	47.15	27.92	24.92
6now	47.15	27.92	24.92
7nle	47.16	27.92	24.92
7yfj	47.16	27.92	24.92
6rfv	47.16	27.92	24.92
4qik	47.16	27.92	24.92
6gx9	47.17	27.91	24.91
7yh5	47.17	27.91	24.91
4mrn	47.18	27.91	24.91
5ola	47.18	27.91	24.91
3ge4	47.19	27.9	24.9
6h8q	47.2	27.9	24.9
2wo5	47.2	27.9	24.9
7xdv	47.2	27.9	24.9
5bqg	47.2	27.9	24.9
4evd	47.2	27.9	24.9
1v4h	47.21	27.9	24.9
4m33	47.21	27.9	24.9
4fdu	47.21	27.89	24.89
6g3i	47.21	27.89	24.89
7ktn	47.21	27.89	24.89
7ujw	47.22	27.89	24.89
3uky	47.22	27.89	24.89
6o30	47.23	27.89	24.89
5fwn	47.23	27.89	24.89
6iua	47.23	27.88	24.89
4od5	47.24	27.88	24.88
3lom	47.25	27.87	24.88
5xef	47.25	27.87	24.88
4e18	47.25	27.87	24.88
4xs0	47.25	27.87	24.88
8u49	47.25	27.87	24.88
3wmi	47.25	27.87	24.88
3ehh	47.25	27.87	24.88
1xmf	47.26	27.87	24.88
6p8k	47.27	27.86	24.87
5bqh	47.27	27.86	24.87
3syv	47.29	27.85	24.86
6j7t	47.29	27.85	24.86
5u1a	47.31	27.84	24.85
4j0u	47.31	27.84	24.85
5lx8	47.31	27.84	24.85
4hg4	47.24	27.88	24.88
7nzv	47.24	27.88	24.88
5lw9	47.23	27.88	24.88
6tk1	47.24	27.88	24.88
4xlp	47.21	27.9	24.9
5g5a	47.21	27.9	24.9
4kp3	47.21	27.9	24.89
7cjj	47.21	27.89	24.89
8c6k	47.21	27.89	24.89
6wx9	47.21	27.89	24.89
7mh4	47.21	27.89	24.89
5w5h	47.22	27.89	24.89
4fdt	47.22	27.89	24.89
7nxs	47.22	27.89	24.89
2vjp	47.22	27.89	24.89
1tnu	47.23	27.89	24.89
2itq	47.22	27.89	24.89
5hcj	47.22	27.89	24.89
6o6v	47.22	27.89	24.89
2e94	47.22	27.89	24.89
8alr	47.22	27.89	24.89
8tyv	47.23	27.89	24.89
4cg8	47.23	27.89	24.89
1gwg	47.23	27.89	24.89
3q3n	47.23	27.89	24.89
1wdz	47.24	27.88	24.88
3r84	47.26	27.87	24.87
8cm5	47.22	27.88	24.89
8fvv	47.23	27.88	24.89
3fyq	47.23	27.88	24.89
4n06	47.23	27.88	24.89
3sza	47.23	27.88	24.89
6vf3	47.23	27.88	24.89
3f1x	47.23	27.88	24.89
6ur4	47.23	27.88	24.89
2a3q	47.23	27.88	24.89
6zpl	47.23	27.88	24.89
3odn	47.24	27.87	24.89
3rdi	47.23	27.87	24.89
8scp	47.23	27.87	24.89
6itt	47.23	27.88	24.89
7cp5	47.24	27.87	24.89
7zgw	47.24	27.87	24.89
7vrc	47.24	27.87	24.89
1vrn	47.24	27.87	24.89
4al1	47.24	27.87	24.89
2c63	47.24	27.87	24.89
7az2	47.25	27.87	24.89
1kd8	47.25	27.87	24.88
6g7m	47.24	27.87	24.89
7r51	47.24	27.87	24.89
1efw	47.24	27.87	24.89
3lnn	47.23	27.88	24.89
2fo7	47.23	27.87	24.89
5hzp	47.23	27.87	24.89
5hfm	47.24	27.87	24.89
6jfk	47.24	27.87	24.89
1w5h	47.24	27.87	24.89
8a9g	47.24	27.87	24.89
6f6c	47.25	27.87	24.89
5cwg	47.25	27.87	24.89
3qd8	47.27	27.85	24.88
6e46	47.27	27.85	24.88
4i1e	47.27	27.85	24.88
3i04	47.26	27.85	24.89
8cwz	47.26	27.85	24.89
3rmg	47.26	27.85	24.89
3l74	47.26	27.85	24.88
5ed1	47.26	27.86	24.88
8q3y	47.26	27.86	24.89
7bww	47.26	27.86	24.88
5vzh	47.26	27.86	24.88
8j09	47.26	27.86	24.88
7rg1	47.26	27.85	24.88
1zme	47.26	27.85	24.88
2a98	47.26	27.86	24.88
3cm2	47.26	27.86	24.88
5ily	47.26	27.86	24.88
6hhx	47.26	27.86	24.88
2ypb	47.26	27.86	24.88
7q7i	47.26	27.86	24.88
5xfj	47.25	27.86	24.88
3c2p	47.26	27.86	24.88
8byo	47.26	27.86	24.88
3ieg	47.26	27.86	24.88
2ov9	47.26	27.86	24.88
7ll5	47.26	27.86	24.88
5oxr	47.26	27.86	24.89
4yy3	47.24	27.87	24.89
2xaq	47.24	27.87	24.89
7lty	47.24	27.87	24.89
3vje	47.25	27.87	24.89
6xte	47.25	27.86	24.88
7co6	47.25	27.86	24.89
6lp5	47.26	27.86	24.88
7p3h	47.26	27.86	24.88
6un9	47.26	27.86	24.88
7ap1	47.26	27.86	24.88
2r0n	47.26	27.86	24.88
2dwq	47.26	27.86	24.88
1jcd	47.26	27.86	24.88
4i0x	47.27	27.85	24.87
5swr	47.27	27.85	24.88
7x1n	47.27	27.85	24.88
4f08	47.27	27.85	24.88
6f9v	47.27	27.85	24.88
6h8f	47.27	27.85	24.88
2erh	47.27	27.85	24.88
8ieu	47.27	27.85	24.87
2uxx	47.27	27.85	24.87
1hfa	47.27	27.85	24.87
4gpc	47.28	27.85	24.87
2pih	47.28	27.85	24.87
6h4b	47.28	27.85	24.87
5gnk	47.28	27.85	24.87
2e5y	47.28	27.85	24.87
3zn0	47.28	27.85	24.87
6tfr	47.28	27.85	24.87
5c44	47.26	27.86	24.88
3c5g	47.26	27.86	24.88
6vlg	47.26	27.86	24.88
4fzo	47.26	27.86	24.88
1ek9	47.26	27.86	24.88
7kxl	47.26	27.86	24.88
5t96	47.25	27.86	24.89
4f63	47.25	27.86	24.89
4tnh	47.25	27.86	24.89
6ny6	47.24	27.87	24.89
5zzn	47.24	27.87	24.89
4li0	47.24	27.87	24.89
4xd7	47.23	27.87	24.9
6r01	47.23	27.87	24.9
1v5d	47.23	27.87	24.9
4p3g	47.24	27.87	24.89
8t8y	47.24	27.87	24.89
2itz	47.24	27.87	24.89
4uui	47.23	27.87	24.9
6aby	47.24	27.87	24.9
4dhd	47.24	27.87	24.89
1wpl	47.23	27.88	24.9
7mvs	47.22	27.88	24.9
8w6m	47.22	27.88	24.9
3s4j	47.23	27.87	24.9
6rh2	47.23	27.88	24.9
6p70	47.21	27.88	24.91
8fk3	47.21	27.88	24.91
1a4o	47.22	27.88	24.91
2yri	47.22	27.88	24.91
1mlz	47.21	27.88	24.91
6t2w	47.21	27.88	24.91
4i4z	47.21	27.88	24.92
6vzh	47.2	27.88	24.92
8q9p	47.2	27.88	24.92
7aan	47.21	27.88	24.92
8d0g	47.21	27.88	24.92
9azj	47.21	27.88	24.92
6bn1	47.21	27.88	24.91
7z0e	47.21	27.88	24.91
4a2q	47.22	27.87	24.91
3pua	47.22	27.87	24.91
8st8	47.22	27.87	24.91
3bee	47.22	27.87	24.91
6wak	47.21	27.88	24.91
3f69	47.21	27.88	24.91
3dzq	47.21	27.88	24.91
4deg	47.21	27.88	24.91
2ptr	47.21	27.88	24.91
6vsu	47.2	27.88	24.92
8i6l	47.2	27.88	24.92
8kbb	47.19	27.89	24.92
3ik3	47.19	27.89	24.92
5cau	47.19	27.89	24.92
3usm	47.19	27.89	24.92
6tk4	47.19	27.89	24.92
5eqg	47.2	27.89	24.92
7q7g	47.2	27.89	24.92
6c9m	47.2	27.88	24.91
7qlb	47.2	27.88	24.92
3zy0	47.2	27.88	24.92
4nx9	47.2	27.88	24.92
4bt8	47.21	27.88	24.91
6g69	47.21	27.88	24.91
4zh5	47.21	27.88	24.91
3pdn	47.21	27.88	24.91
6ypc	47.21	27.87	24.91
7jxv	47.22	27.87	24.91
6dyj	47.22	27.87	24.91
4ay5	47.22	27.87	24.91
2qpp	47.22	27.87	24.91
6h7m	47.22	27.87	24.91
1qb4	47.22	27.87	24.91
4hxt	47.23	27.87	24.91
3m06	47.23	27.87	24.9
2b5i	47.22	27.87	24.91
2xhk	47.22	27.87	24.91
6pam	47.24	27.86	24.9
1xdv	47.25	27.85	24.9
8t5e	47.25	27.85	24.9
5ekp	47.25	27.85	24.9
5xde	47.25	27.85	24.9
3q22	47.25	27.85	24.89
7o04	47.25	27.85	24.89
5xyb	47.26	27.85	24.89
4wkq	47.26	27.85	24.89
6y8b	47.26	27.85	24.89
5zzj	47.27	27.85	24.89
1io1	47.27	27.85	24.89
2ch7	47.27	27.84	24.88
4ilu	47.27	27.84	24.88
3tq7	47.27	27.84	24.88
5hi7	47.27	27.84	24.89
8cem	47.25	27.86	24.9
5ek6	47.23	27.86	24.9
3smn	47.23	27.86	24.9
2wco	47.23	27.86	24.91
1lf9	47.22	27.86	24.91
1zyq	47.22	27.87	24.91
4zit	47.23	27.86	24.91
5gn7	47.23	27.86	24.91
5ekg	47.23	27.86	24.91
3m1a	47.23	27.86	24.9
8oz7	47.24	27.86	24.9
4gj3	47.24	27.86	24.9
6hqb	47.24	27.86	24.9
1yyq	47.24	27.86	24.9
3gtj	47.22	27.87	24.91
6euq	47.23	27.87	24.9
6cbl	47.22	27.87	24.91
3tgx	47.2	27.88	24.91
4k6j	47.21	27.88	24.91
2oev	47.21	27.88	24.91
3gf7	47.21	27.88	24.91
7x45	47.21	27.88	24.91
4y28	47.21	27.88	24.91
2j5u	47.21	27.88	24.91
3cz3	47.21	27.88	24.91
6agx	47.21	27.88	24.91
3ajw	47.21	27.88	24.91
1ovr	47.21	27.88	24.91
3oct	47.21	27.88	24.91
6n4n	47.21	27.88	24.91
7few	47.21	27.88	24.91
8qme	47.2	27.89	24.92
8irc	47.2	27.89	24.92
2y3h	47.2	27.88	24.92
4boj	47.2	27.88	24.92
4ltb	47.21	27.88	24.91
7mxb	47.21	27.88	24.92
7w5m	47.21	27.88	24.91
7rzk	47.21	27.88	24.91
3i4d	47.21	27.88	24.91
7rni	47.21	27.88	24.91
3uun	47.21	27.87	24.91
5c05	47.22	27.87	24.91
7wxj	47.22	27.87	24.91
4e79	47.21	27.88	24.91
5ayh	47.21	27.88	24.91
3q8t	47.21	27.87	24.91
7kti	47.21	27.87	24.91
4b7y	47.22	27.87	24.91
4y9h	47.22	27.87	24.91
4ki2	47.22	27.87	24.91
5jxk	47.22	27.87	24.91
7duk	47.21	27.88	24.92
3fzr	47.21	27.88	24.92
5lu1	47.22	27.87	24.91
4l9j	47.22	27.87	24.91
7eaw	47.22	27.87	24.91
4um2	47.22	27.87	24.91
6vj5	47.22	27.87	24.91
3hjn	47.22	27.87	24.91
8uh0	47.22	27.87	24.91
4uco	47.22	27.87	24.91
3b71	47.22	27.87	24.91
3zni	47.21	27.87	24.91
8t97	47.21	27.87	24.91
2rfs	47.21	27.87	24.91
7nff	47.21	27.87	24.91
3d3i	47.21	27.87	24.92
3w3y	47.21	27.87	24.92
8w50	47.21	27.87	24.92
5f28	47.21	27.87	24.92
4f0i	47.21	27.87	24.92
3ro2	47.21	27.87	24.92
7pv0	47.22	27.87	24.92
7icq	47.21	27.87	24.92
9icc	47.21	27.87	24.92
5zih	47.22	27.87	24.92
7zl9	47.22	27.86	24.92
2of3	47.22	27.86	24.92
1ocr	47.23	27.86	24.91
5mx2	47.23	27.86	24.91
8y6z	47.23	27.86	24.91
4ahq	47.23	27.86	24.91
7lv4	47.23	27.86	24.91
7bjn	47.23	27.86	24.91
3uxp	47.23	27.86	24.91
5mv0	47.23	27.86	24.91
5mhf	47.22	27.86	24.92
8scu	47.22	27.86	24.92
8c88	47.22	27.86	24.92
1xk6	47.21	27.87	24.92
5duo	47.21	27.86	24.92
2ewj	47.21	27.86	24.92
3h01	47.21	27.86	24.92
4qds	47.21	27.86	24.92
6w8c	47.22	27.86	24.92
5j2f	47.21	27.86	24.92
5oi1	47.21	27.86	24.92
1ca9	47.21	27.87	24.92
4bwm	47.21	27.87	24.92
5vtu	47.2	27.87	24.93
6rs0	47.19	27.87	24.93
4wzy	47.19	27.88	24.93
6hm6	47.19	27.88	24.94
1us6	47.19	27.88	24.93
8b1a	47.19	27.87	24.93
6tao	47.2	27.87	24.93
3m74	47.2	27.87	24.93
4e4m	47.2	27.87	24.93
5xd0	47.2	27.87	24.93
4aw5	47.19	27.87	24.93
7vyx	47.19	27.88	24.93
4yv9	47.2	27.87	24.93
1lkm	47.2	27.87	24.93
6fau	47.2	27.87	24.93
8arr	47.2	27.87	24.93
1li7	47.2	27.87	24.93
4q20	47.2	27.87	24.93
3oac	47.21	27.87	24.93
5kgt	47.2	27.87	24.93
1xa4	47.2	27.87	24.93
2yfa	47.21	27.87	24.93
7pwt	47.21	27.86	24.93
5wko	47.16	27.89	24.95
8i2k	47.16	27.89	24.95
5mfo	47.17	27.88	24.95
3v5u	47.17	27.88	24.95
4xdk	47.18	27.88	24.94
1q05	47.18	27.88	24.94
6ty1	47.16	27.89	24.96
5vpn	47.16	27.89	24.96
4xr7	47.14	27.9	24.96
6umf	47.14	27.9	24.96
6w07	47.14	27.9	24.96
1ser	47.13	27.91	24.96
2pzp	47.13	27.91	24.96
1q90	47.13	27.91	24.96
5a2n	47.14	27.9	24.96
2c9l	47.14	27.9	24.96
7mlb	47.12	27.91	24.97
6ehs	47.12	27.91	24.97
3bvf	47.13	27.91	24.97
2r5d	47.13	27.91	24.97
4uij	47.13	27.91	24.97
7s5k	47.13	27.9	24.97
5l0g	47.14	27.9	24.96
4h1w	47.13	27.9	24.96
1c8r	47.14	27.9	24.96
2j0l	47.14	27.9	24.96
4wmh	47.14	27.9	24.96
8w52	47.14	27.9	24.96
3onx	47.14	27.89	24.96
4hr1	47.14	27.89	24.96
4lgd	47.15	27.89	24.96
6wmz	47.14	27.89	24.96
8byz	47.14	27.89	24.96
8f8l	47.15	27.89	24.96
2zir	47.15	27.89	24.96
6hzn	47.15	27.89	24.96
6ps1	47.15	27.89	24.96
8hhf	47.15	27.89	24.96
2d5j	47.15	27.89	24.96
7r3j	47.15	27.89	24.96
2zy4	47.15	27.9	24.96
2pwl	47.14	27.9	24.96
8tus	47.15	27.9	24.96
8e1e	47.15	27.89	24.95
8aau	47.15	27.89	24.95
5zcx	47.15	27.89	24.95
4og6	47.15	27.89	24.95
2g4h	47.16	27.89	24.95
7ba7	47.16	27.89	24.95
6vag	47.16	27.89	24.95
5uax	47.16	27.89	24.95
4al0	47.16	27.89	24.95
4pju	47.17	27.89	24.95
3i5j	47.17	27.88	24.95
6ohu	47.17	27.88	24.95
7biw	47.17	27.88	24.95
8qkd	47.18	27.88	24.94
6nec	47.17	27.88	24.94
2eac	47.16	27.89	24.95
3w33	47.16	27.89	24.95
7ae6	47.17	27.88	24.95
1kzp	47.17	27.88	24.95
1qp9	47.17	27.88	24.95
2xcb	47.17	27.88	24.95
6r7r	47.18	27.88	24.94
4d5h	47.18	27.88	24.94
7zav	47.18	27.88	24.94
6bw5	47.19	27.87	24.94
5heg	47.18	27.88	24.94
5b5r	47.18	27.88	24.94
5x3s	47.18	27.88	24.94
4fyo	47.17	27.88	24.94
6idx	47.18	27.88	24.94
1s07	47.17	27.88	24.94
4zlh	47.18	27.88	24.94
4lf7	47.17	27.89	24.95
4gmn	47.17	27.88	24.94
3vp9	47.17	27.88	24.94
7wjg	47.17	27.88	24.94
4lcj	47.16	27.89	24.95
5iwi	47.16	27.89	24.95
4zud	47.16	27.89	24.95
3utx	47.17	27.89	24.95
1ies	47.17	27.88	24.95
4u2x	47.18	27.88	24.94
6npn	47.17	27.88	24.95
8q9q	47.17	27.88	24.95
5gz9	47.17	27.88	24.95
5mik	47.17	27.88	24.95
3bnf	47.17	27.88	24.95
3ifz	47.17	27.88	24.95
3ccl	47.15	27.89	24.96
1ee4	47.15	27.89	24.96
3buo	47.15	27.89	24.96
6a73	47.16	27.89	24.95
6soy	47.15	27.89	24.96
6tt1	47.16	27.89	24.96
3h90	47.16	27.89	24.95
7o8f	47.16	27.88	24.95
3ewh	47.16	27.89	24.95
5kzd	47.16	27.89	24.95
7ubz	47.16	27.89	24.95
4zhj	47.16	27.89	24.96
6dd4	47.15	27.89	24.96
6npc	47.15	27.89	24.96
5wbu	47.15	27.89	24.96
6nvl	47.14	27.9	24.96
8ar4	47.14	27.9	24.96
3wws	47.15	27.89	24.96
1re5	47.16	27.89	24.95
7usn	47.17	27.88	24.95
3fzs	47.17	27.88	24.95
1ecr	47.17	27.88	24.95
6d22	47.17	27.88	24.95
1ic2	47.17	27.88	24.95
1ksd	47.17	27.88	24.95
6sq2	47.17	27.88	24.95
7tbo	47.17	27.88	24.95
7ktd	47.17	27.88	24.95
6hp3	47.19	27.87	24.94
6ehq	47.18	27.87	24.94
6zvb	47.18	27.87	24.94
6osr	47.16	27.88	24.96
5d5y	47.17	27.88	24.95
2wpg	47.16	27.88	24.96
7m2g	47.17	27.88	24.95
4b9u	47.17	27.88	24.96
4mz0	47.16	27.88	24.96
3u6i	47.16	27.88	24.96
2vrz	47.16	27.88	24.96
2bi1	47.16	27.88	24.96
8po3	47.16	27.88	24.96
6pbp	47.16	27.89	24.96
4l68	47.15	27.89	24.96
3ck6	47.16	27.88	24.96
3wg7	47.16	27.88	24.95
4v1s	47.16	27.88	24.96
4nb5	47.17	27.88	24.95
7tbp	47.17	27.88	24.95
1a28	47.17	27.88	24.95
2xjm	47.18	27.87	24.95
8wd4	47.18	27.87	24.95
2dt5	47.18	27.87	24.95
3ci3	47.18	27.87	24.95
4li5	47.18	27.87	24.95
2o0i	47.18	27.87	24.95
1dat	47.18	27.87	24.95
3pw8	47.18	27.87	24.95
5bt1	47.19	27.87	24.95
7xaf	47.18	27.87	24.95
4v3q	47.19	27.87	24.94
4jt6	47.19	27.87	24.94
7b7n	47.19	27.87	24.94
5gxy	47.18	27.87	24.95
6idr	47.19	27.87	24.94
5nfu	47.19	27.87	24.94
2yf2	47.19	27.87	24.94
5vz7	47.19	27.87	24.94
3edv	47.2	27.86	24.94
7umi	47.2	27.86	24.94
3s28	47.19	27.86	24.94
3q5u	47.2	27.86	24.94
3ag3	47.2	27.86	24.94
7mz2	47.2	27.86	24.94
1lf6	47.2	27.86	24.94
5chs	47.2	27.86	24.94
6qgr	47.2	27.86	24.94
5lbm	47.2	27.86	24.94
3edu	47.2	27.86	24.94
5x27	47.2	27.86	24.94
7ltz	47.2	27.86	24.94
3qpf	47.2	27.86	24.94
4obw	47.2	27.86	24.94
2b8u	47.2	27.86	24.94
4eru	47.2	27.86	24.94
2fg4	47.2	27.86	24.94
7ssi	47.2	27.86	24.94
7xyu	47.21	27.86	24.94
7vps	47.21	27.85	24.93
5xhm	47.21	27.85	24.93
3nnk	47.2	27.86	24.94
4uxn	47.2	27.86	24.94
2efk	47.2	27.86	24.94
2azl	47.2	27.86	24.94
6m7f	47.21	27.85	24.94
4g5p	47.21	27.85	24.94
1l4a	47.21	27.85	24.94
5tmf	47.19	27.86	24.94
3mip	47.19	27.86	24.94
1ixe	47.2	27.86	24.94
8qdv	47.2	27.86	24.94
4q65	47.21	27.86	24.94
5d0q	47.19	27.87	24.94
6hhv	47.19	27.87	24.94
4bh0	47.18	27.87	24.95
5x8j	47.18	27.87	24.95
5iz8	47.18	27.87	24.95
1g6n	47.18	27.87	24.95
1xdc	47.18	27.87	24.95
6nyi	47.18	27.87	24.95
5th1	47.17	27.87	24.95
7w7h	47.17	27.87	24.96
7qx3	47.17	27.87	24.96
7xa1	47.17	27.87	24.96
8rpx	47.16	27.87	24.96
8ii8	47.17	27.87	24.96
1rrm	47.17	27.87	24.96
6pf2	47.17	27.87	24.96
3gxw	47.17	27.87	24.96
6bog	47.16	27.87	24.96
6gbh	47.16	27.87	24.96
1wu9	47.16	27.87	24.96
3m9h	47.17	27.87	24.96
4b8a	47.17	27.87	24.96
8crc	47.17	27.87	24.96
7et0	47.16	27.87	24.96
5ziz	47.16	27.87	24.96
4bpm	47.16	27.87	24.96
3ux0	47.17	27.87	24.96
2bq0	47.17	27.87	24.96
7ff1	47.17	27.87	24.96
5hkk	47.15	27.88	24.97
3csk	47.15	27.88	24.97
4uqi	47.16	27.88	24.97
3gyd	47.15	27.88	24.97
1umn	47.16	27.87	24.96
5x6e	47.16	27.87	24.97
4ji2	47.15	27.88	24.97
6p01	47.15	27.88	24.97
4i09	47.15	27.88	24.97
1elw	47.15	27.88	24.97
4ucu	47.15	27.88	24.97
4uwc	47.15	27.88	24.97
6g6g	47.15	27.88	24.97
4nxm	47.14	27.88	24.97
8tn6	47.15	27.88	24.97
3qga	47.12	27.9	24.98
5djn	47.12	27.9	24.98
7a0w	47.12	27.9	24.98
1r03	47.12	27.9	24.98
